name,university,category,description,x_id,instagram_id,line_url,website_url,member_count,activity_frequency,logo_url,is_verified
フィールドホッケー部,一橋大学,運動系（スポーツ・アウトドア）,,@hit_hockey_2022,@hit_field_hockey,,,,,,FALSE
軽音楽部,一橋大学,運動系（スポーツ・アウトドア）,,@hit_k_on_,@hitotsubashi_keion,,,,,,FALSE
STAY GOLD,一橋大学,趣味・その他,,@2020staygold,@hit_staygold2023_futsal,,,,,,FALSE
一橋祭運営委員会,一橋大学,趣味・その他,,@ikkyosai,@ikkyosai,,https://campus-map.jp/hit/club/64/,,月9日,,FALSE
一橋新聞部,一橋大学,運動系（スポーツ・アウトドア）,,@hitpress,@hit_press1924,,https://note.com/cogitomember/n/n88d427dd4328,,,,FALSE
KODAIRA祭実行委員会,一橋大学,イベント・企画（インカレ・学園祭等）,,@KODAIRAfes,@kodairafes,,https://campus-map.jp/hit/club/101/,,週３日,,FALSE
新入生歓迎委員会,一橋大学,趣味・その他,,@hit_u_ski,@hit_u_ski,,https://hit-shinkan.com/,,,,FALSE
体育会合気道部,一橋大学,運動系（スポーツ・アウトドア）,,@hit_aiki,@hit_aiki,,https://campus-map.jp/hit/club/7/,,週3回,,FALSE
体育会アイスホッケー部,一橋大学,運動系（スポーツ・アウトドア）,,@hit_icehockey19,@hiticehockey,,https://www.hit-icehockey.com/blog,,週3回,,FALSE
アメリカンフットボール部CRIMSON,一橋大学,運動系（スポーツ・アウトドア）,,@HUcrimson,@hucrimson,,https://campus-map.jp/hit/club/16/,,週5回,,FALSE
体育会應援部,一橋大学,運動系（スポーツ・アウトドア）,,@hitouenbu,@hit.ouenbu,,https://ikkyosai.com/magazine/wordpress/archives/166,,月６日,,FALSE
空手道部,一橋大学,運動系（スポーツ・アウトドア）,,@hit_karateteam,@hit_karatedo_2020,,https://campus-map.jp/hit/club/22/,,週４回,,FALSE
体育会弓道部,一橋大学,運動系（スポーツ・アウトドア）,,@1900hit_kyudo,@hit.kyudo2023,,https://campus-map.jp/hit/club/25/,41人,週4日,,FALSE
ALL一橋競技ダンス部,一橋大学,運動系（スポーツ・アウトドア）,,@hitotsuba_brdc,@hitotsubashi_ballroom,,https://campus-map.jp/hit/club/100/,,月9日,,FALSE
剣道部,一橋大学,運動系（スポーツ・アウトドア）,,@hitoken_yubikan,@hitotsubashi_kendo,,https://campus-map.jp/hit/club/29/,,週4回,,FALSE
体育会硬式庭球部（男子）,一橋大学,運動系（スポーツ・アウトドア）,,@hit__tennis,@hit_tennis1894,,https://campus-map.jp/hit/club/46/,,月4日,,FALSE
体育会硬式庭球部（女子）,一橋大学,運動系（スポーツ・アウトドア）,,@hit_tennis_girl,@hit_tennis_girls_,,https://campus-map.jp/hit/club/46/,,月4日,,FALSE
硬式野球部,一橋大学,運動系（スポーツ・アウトドア）,,@hit_baseball,@hit.baseball,,https://hitotsubashi-bbc.com/wp-content/uploads/%E4%B8%80%E7%90%83%E9%80%9A%E4%BF%A1vol.159.pdf,,,,FALSE
体育会ゴルフ部,一橋大学,運動系（スポーツ・アウトドア）,,@churogerwoods,@hitgolfclub,,https://1284golf.com/,,,,FALSE
体育会サイクリング部,一橋大学,運動系（スポーツ・アウトドア）,,@hitucycle1,@hit_chari,,https://campus-map.jp/hit/club/16443/,,週１回,,FALSE
ア式蹴球部,一橋大学,運動系（スポーツ・アウトドア）,,@handyman_saito,@fcikkyo,,https://campus-map.jp/hit/club/82/,,週6日,,FALSE
一橋山岳部,一橋大学,運動系（スポーツ・アウトドア）,,@alpine_hit,@hitotsubashi_alpine,,https://campus-map.jp/hit/club/81/,,週に1回,,FALSE
柔道部,一橋大学,運動系（スポーツ・アウトドア）,,@hitjudo1899,@hit_judo,,https://campus-map.jp/hit/club/32/,,週5回,,FALSE
準硬式野球部,一橋大学,運動系（スポーツ・アウトドア）,,@junkohitu,@junko_hitu2025,,https://campus-map.jp/hit/club/89/,,週5回,,FALSE
少林寺拳法部,一橋大学,運動系（スポーツ・アウトドア）,,@hittsuda,@hittsuda_shorinjikempo,,https://campus-map.jp/hit/club/108/,,週3回,,FALSE
女子ラクロス部,一橋大学,運動系（スポーツ・アウトドア）,,@hit_g_lax,@hitotsubashi_glax,,https://campus-map.jp/hit/club/74/,1人,週5回,,FALSE
男子ラクロス部,一橋大学,運動系（スポーツ・アウトドア）,,@blog,@serpentslax,,https://campus-map.jp/hit/club/79/,,週5回,,FALSE
水泳部,一橋大学,運動系（スポーツ・アウトドア）,,@hit_swim2023,@swimshinkan2022,,https://campus-map.jp/hit/club/17/,,週3日,,FALSE
体育会スキー部,一橋大学,運動系（スポーツ・アウトドア）,,@bosque47881022,@hit_ski,,https://campus-map.jp/hit/club/47/,,週3回,,FALSE
ソフトテニス部（男子）,一橋大学,運動系（スポーツ・アウトドア）,,@softtennis_hit,@softtennis.hit,,https://ww.twstalker.com/softtennis_hit,,,,FALSE
ソフトテニス部（女子）,一橋大学,運動系（スポーツ・アウトドア）,,@bashijo_soft,@softtennis.hit,,https://campus-map.jp/hit/club/9/,,週3回,,FALSE
体育会卓球部,一橋大学,運動系（スポーツ・アウトドア）,,@httc_shinkan22,@hit_u_tabletennis,,https://campus-map.jp/hit/club/27/,,,,FALSE
バスケットボール部,一橋大学,運動系（スポーツ・アウトドア）,,@rohninshinkan23,@rohnin1284,,https://lit.link/hitbbredpenguins,,,,FALSE
体育会バドミントン部,一橋大学,運動系（スポーツ・アウトドア）,,@hit_u_bad,@hitotsubashi_badminton,,https://jfn.josuikai.net/circle/sports/badminton/,,,,FALSE
男子バレーボール部,一橋大学,運動系（スポーツ・アウトドア）,,@hvc_shinkan,@hit_u_vbc,,https://hitvolley.hatenablog.com/entry/2024/03/18/122534,,毎日,,FALSE
女子バレーボール部,一橋大学,運動系（スポーツ・アウトドア）,,@hit_volleygirls,@hitotsubashi.girls.vbc_,,https://campus-map.jp/hit/club/66/,,週3回,,FALSE
体育会ハンドボール部,一橋大学,運動系（スポーツ・アウトドア）,,@hit_hand_2024,@hit_handball,,https://campus-map.jp/hit/club/48/,,週4回,,FALSE
端艇部,一橋大学,運動系（スポーツ・アウトドア）,,@HUBC_tsubuyaki,@hubc_boat,,https://ameblo.jp/hubc2021/entry-12890830934.html,54人,,,FALSE
ボクシング部,一橋大学,運動系（スポーツ・アウトドア）,,@hitoboxing,@hitotsudaboxing,,https://campus-map.jp/hit/club/110/,,週3回,,FALSE
体育会洋弓部,一橋大学,運動系（スポーツ・アウトドア）,,@1900hit_kyudo,@hit.kyudo2024,,https://hit-archery1963.com/index/link,,,,FALSE
体育会ヨット部,一橋大学,運動系（スポーツ・アウトドア）,,@huyc_shinkan,@hitotsubasail,,https://campus-map.jp/hit/club/103/,,週2日,,FALSE
ラグビー部,一橋大学,運動系（スポーツ・アウトドア）,,@hurfc1922,@hurfc1922,,https://linktr.ee/hurfc_1922,,,,FALSE
ラフティング部ストローム会,一橋大学,運動系（スポーツ・アウトドア）,,@strom_shinkan,@tama_strom_cbk,,https://rafting-strom.jimdofree.com/link-contact/,,,,FALSE
体育会陸上競技部,一橋大学,運動系（スポーツ・アウトドア）,,@hit_tf,@hit_tsuda_tf,,http://www.ikkyotf.jp/,,月9日,,FALSE
体育会ワンダーフォーゲル部,一橋大学,運動系（スポーツ・アウトドア）,,@hitwv,@hit_u_wv,,https://campus-map.jp/hit/club/26/,,週1回,,FALSE
フェンシング部,一橋大学,運動系（スポーツ・アウトドア）,,@HitotsuFen_2nd,@hitotsu_fen,,https://campus-map.jp/hit/club/108/,,週3回,,FALSE
体操部,一橋大学,運動系（スポーツ・アウトドア）,,@Hit_Gymnastics,@hit_gymnastics,,https://campus-map.jp/hit/club/30/,,週1回,,FALSE
Unplugged,一橋大学,趣味・その他,,@ksulsc2012,@93kashii_fes,,https://campus-map.jp/hit/club/22,,週４回,,FALSE
囲碁部,一橋大学,運動系（スポーツ・アウトドア）,,@ikkyoigoclub,,,https://3rd-place-lab.com/club-hitotsubashi/,,,,FALSE
映創会,一橋大学,趣味・その他,,@eisoukai,@eisou_kai,,https://campus-map.jp/hit/club/158/,,月7日,,FALSE
合唱団ユマニテ,一橋大学,文化系（音楽・演劇・アート）,,@chor_humanite,@humanite1958.,,https://campus-map.jp/hit/club/67/,,毎週,,FALSE
管弦楽団,一橋大学,文化系（音楽・演劇・アート）,,@fsc_hit_u,@hit_orchestra,,https://campus-map.jp/hit/club/23/,,週2回,,FALSE
一橋観世会,一橋大学,趣味・その他,,@hit_kanze,@ikkyokeion_shinkan2025,,https://campus-map.jp/hit/club/118/,,月7日,,FALSE
ギター部,一橋大学,運動系（スポーツ・アウトドア）,,@htnguitarbu,@htnguitarclub,,https://campus-map.jp/hit/club/111/,,週2回,,FALSE
クイズ研究会,一橋大学,学術・研究（ゼミ・研究会・勉強会）,,@hqs_quiz,@cherish__2020,,https://ikkyosai.com/magazine/wordpress/archives/166,,月６日,,FALSE
経済学研究会,一橋大学,学術・研究（ゼミ・研究会・勉強会）,,@keiken_hit_u,@keiken_hit_u,,https://campus-map.jp/hit/club/114/,,月9日,,FALSE
劇団コギト,一橋大学,文化系（音楽・演劇・アート）,,@cogitomember,@cogitogram,,https://campus-map.jp/hit/club/54/,,週0日,,FALSE
男声合唱団コール・メルクール,一橋大学,文化系（音楽・演劇・アート）,,,,,https://search-staff.com/chugaku-juken/contents/id/75,,,,FALSE
国際部（ESS）,一橋大学,運動系（スポーツ・アウトドア）,,@hitkokusaibu,@is_discussion,,https://3rd-place-lab.com/club-hitotsubashi/,,,,FALSE
表千家茶道部,一橋大学,運動系（スポーツ・アウトドア）,,@omote_ocha,,,https://campus-map.jp/hit/club/35/,,週3回,,FALSE
アカペラサークル The First Cry,一橋大学,文化系（音楽・演劇・アート）,,@TheFirstCry_Hit,@thefirstcry_hit,,https://linktr.ee/thefirstcry,,,,FALSE
写真部,一橋大学,運動系（スポーツ・アウトドア）,,@fsc_hit_u,@hitphoto,,https://campus-map.jp/hit/club/59/,,月2回,,FALSE
将棋部,一橋大学,運動系（スポーツ・アウトドア）,,@Hit_u_Shogiclub,,,https://campus-map.jp/hit/club/18/,,月6回,,FALSE
吹奏楽団,一橋大学,文化系（音楽・演劇・アート）,,@htwo_twi,@_htwo,,https://campus-map.jp/hit/club/52/,,週2回,,FALSE
淡成書道会,一橋大学,趣味・その他,,@tansei_shodo,@tansei_shodo,,https://campus-map.jp/hit/club/33/,,不定期,,FALSE
鉄道研究会,一橋大学,学術・研究（ゼミ・研究会・勉強会）,,@ikkyo_tekken,,,https://campus-map.jp/hit/club/19/,,月9日,,FALSE
天文部,一橋大学,運動系（スポーツ・アウトドア）,,@astro_hit,@hitu_astronomy,,https://campus-map.jp/hit/club/1/,,月1回,,FALSE
電子計算機研究会（DSK）,一橋大学,学術・研究（ゼミ・研究会・勉強会）,,,,,https://3rd-place-lab.com/club-hitotsubashi/,,,,FALSE
坐禅部如意団,一橋大学,運動系（スポーツ・アウトドア）,,,,,https://zazenbu-nyoidan.amebaownd.com/,１7人,月8日,,FALSE
美術部,一橋大学,運動系（スポーツ・アウトドア）,,@h_t_art,@hito_tsuda_art,,https://campus-map.jp/hit/club/158/,,月7日,,FALSE
フォークソングクラブ,一橋大学,文化系（音楽・演劇・アート）,,@fsc_hit_u,@ikkyo_fsc,,https://www.ikkyo-fsc.com/,,月4日,,FALSE
Pro-K,一橋大学,趣味・その他,,@prok_shinkan,@prok_shinkan,,https://campus-map.jp/hit/club/64/,,月9日,,FALSE
放送集団オケアノス,一橋大学,文化系（音楽・演劇・アート）,,@ocanos,@ocanos_shinkan,,https://twstalker.com/ocanos,,,,FALSE
法学研究会,一橋大学,学術・研究（ゼミ・研究会・勉強会）,,@1284houken,,,https://www.hit-u.ac.jp/jinji-saiyo/mixer/index.html,,月１日,,FALSE
モダンジャズ研究会,一橋大学,学術・研究（ゼミ・研究会・勉強会）,,@hit_jazz,@hit_u_jazz,,https://campus-map.jp/hit/club/85/,,週1回,,FALSE
総合アミューズメント研究サークルLaBomba,一橋大学,文化系（音楽・演劇・アート）,,@labomba_hit_u,,,https://campus-map.jp/hit/club/126/,,週2回,,FALSE
旅行研究会,一橋大学,学術・研究（ゼミ・研究会・勉強会）,,@ryokentabinokai,@ryoken_tabinokai,,https://campus-map.jp/hit/club/145/,,月2回,,FALSE
基督教青年会,一橋大学,趣味・その他,,,,,https://www.jnto.go.jp/about_us/reports/gyoseki27.pdf,,月２日,,FALSE
ゆびっこ,一橋大学,趣味・その他,,@ybkshinkann,@yubikkosinkann,,https://site.twstalker.com/ybkshinkann,,,,FALSE
インカレ音楽サークルBLITZ,一橋大学,文化系（音楽・演劇・アート）,,@blitzwitter,@blitz_hitmau.,,https://campus-map.jp/hit/club/68/,,月4日,,FALSE
広告研究会HASC,一橋大学,学術・研究（ゼミ・研究会・勉強会）,,@HASC_09,@hasc_09,,https://campus-map.jp/hit/club/116/,,月7日,,FALSE
一橋創作同好会,一橋大学,趣味・その他,,@hitosoudou,@iok_hit_u,,https://hitosoudou.wixsite.com/hitosoudou,,,,FALSE
ピアノ室内楽サークルScherzando,一橋大学,文化系（音楽・演劇・アート）,,@scherzandohit,@scherzando.hit_u,,https://campus-map.jp/hit/club/90/,,月7日,,FALSE
学生団体澁澤塾,一橋大学,学術・研究（ゼミ・研究会・勉強会）,,@shibusawajyuku,@shibusawa_jyuku,,https://campus-map.jp/hit/club/70/,,週1回,,FALSE
一橋硬式庭球同好会,一橋大学,運動系（スポーツ・アウトドア）,,@hlta_2025,@hlta__2026,,https://campus-map.jp/hit/club/104/,,月7日,,FALSE
一橋ALWAYS,一橋大学,趣味・その他,,@2020_always,@2020_always,,https://campus-map.jp/hit/club/112/,,,,FALSE
Do!TennisTeam,一橋大学,趣味・その他,,@2022DoTennis,@do.t.t_2023,,https://dotenniskouhou.wixsite.com/website/do,,週4回,,FALSE
FOCUS,一橋大学,趣味・その他,,@2022FOCUS_,@focus_2023_shinkan,,https://campus-map.jp/hit/club/104/,,月7日,,FALSE
ソフトボールサークル ピーナッツ,一橋大学,文化系（音楽・演劇・アート）,,@HitTsudaPeanuts,,,https://3rd-place-lab.com/club-hitotsubashi/,,,,FALSE
一橋ヤンキース,一橋大学,文化系（音楽・演劇・アート）,,@ikkyohawks2024,@hityankees2023,,https://hityankees.jimdofree.com/,,,,FALSE
サッカー同好会,一橋大学,文化系（音楽・演劇・アート）,,@handyman_saito,@sakado_official,,https://campus-map.jp/hit/club/130/,,週2回,,FALSE
鷹の台レイカーズ,一橋大学,文化系（音楽・演劇・アート）,,@tlakers2018shin,@rohnin1284,,https://campus-map.jp/hit/club/136/,,週2回,,FALSE
籠人,一橋大学,趣味・その他,,@rohninshinkan23,@rohninshinkan2025,,https://campus-map.jp/hit/club/133/,19人,週5日,,FALSE
ITB Ikkyo Tsuda Badminton,一橋大学,趣味・その他,,@fsc_hit_u,,,https://ww.twstalker.com/toto_toudaim,,,,FALSE
ストリートダンスサークル CHERISH,一橋大学,文化系（音楽・演劇・アート）,,@cherish_2026,@cherish_streetdance,,https://campus-map.jp/hit/club/73/,,週２回,,FALSE
フラサークル パパリナ,一橋大学,文化系（音楽・演劇・アート）,,@hulapapalina,@papalina.,,https://campus-map.jp/hit/club/107/,,週2回,,FALSE
JOINUS,一橋大学,趣味・その他,,@joinus_shinkan,@joinus_shinkan,,https://ww.twstalker.com/JOINUS38th,,,,FALSE
オリエンテーリングクラブ,一橋大学,文化系（音楽・演劇・アート）,,@ksulsc2012,@93kashii_fes,,https://campus-map.jp/hit/club/22,,週４回,,FALSE
Glacier Ski Team,一橋大学,趣味・その他,,,@glacier1969,,https://www.gakusei-walker.jp/s/38/club/detail/47/?srsltid=AfmBOopD7jXTuWD3YLBKTMYShAPsAiVr--1TbSfBNVFiHdg_NPyBtMQO,,週3日,,FALSE
山友会,一橋大学,運動系（スポーツ・アウトドア）,,@sunyou_kai,@hitotsubashi_alpine,,https://campus-map.jp/hit/club/157/,,月1回,,FALSE
バレーボール同好会,一橋大学,文化系（音楽・演劇・アート）,,@volleydou_2021,@volleyball_hit.tsuda,,https://campus-map.jp/hit/club/66/,,週3回,,FALSE
杖道部,一橋大学,運動系（スポーツ・アウトドア）,,@muro_poke,,,https://campus-map.jp/hit/club/32/,,週5回,,FALSE
FC.POLSTER,一橋大学,趣味・その他,,@fcpolster,,,https://campus-map.jp/hit/club/15/,,週1回,,FALSE
一橋ホークス,一橋大学,文化系（音楽・演劇・アート）,,@ikkyohawks3150,@v,,https://campus-map.jp/hit/club/39/,,毎週,,FALSE
フライングディスクサークルUFO,一橋大学,文化系（音楽・演劇・アート）,,@ufo_shinkan,@hit_ufo,,https://campus-map.jp/hit/seminar/215/,,月に1回,,FALSE
Swings,一橋大学,趣味・その他,,@Swings_Hit,@swings_hit2024,,https://campus-map.jp/hit/club/41/,,週3回,,FALSE
コピーダンスサークル Spica,一橋大学,文化系（音楽・演劇・アート）,,,@spica_hit,,https://campus-map.jp/hit/club/87/,,月8日,,FALSE
乗馬＆競馬サークル Pacara!,一橋大学,文化系（音楽・演劇・アート）,,@hit_umaski,@hit_pacara,,https://search.yahoo.co.jp/realtime/search/%E7%AB%B6%E9%A6%AC%20%E6%9D%B1%E4%BA%AC%E7%AB%B6%E9%A6%AC%E5%A0%B4/?p=%E7%AB%B6%E9%A6%AC%20%E6%9D%B1%E4%BA%AC%E7%AB%B6%E9%A6%AC%E5%A0%B4&ei=UTF-8&md=h&rkf=1,,毎日,,FALSE
キャップ投げ倶楽部,一橋大学,運動系（スポーツ・アウトドア）,,@CAPHitotsubashi,@hit.cap.baseball,,https://hitotsubashi-cap.jimdosite.com/,,,,FALSE
ガールズスタイルダンスサークル セファランセラ,一橋大学,文化系（音楽・演劇・アート）,,@cepha_hit_u,@cepha_hit_u,,https://campus-map.jp/hit/club/76/,,週２回,,FALSE
ハンドボールサークルshots,一橋大学,文化系（音楽・演劇・アート）,,@shots_handball,@shots_handball,,https://search.yahoo.co.jp/realtime/search/%23%E4%B8%80%E6%A9%8B%E5%A4%A7%E5%AD%A6/?p=%23%E4%B8%80%E6%A9%8B%E5%A4%A7%E5%AD%A6&ei=UTF-8&mtype=image,,,,FALSE
Fut-Bashi,一橋大学,趣味・その他,,@faK97aDstP,@v,,https://3rd-place-lab.com/club-hitotsubashi/,,,,FALSE
キャッチボールサークル Catch!,一橋大学,文化系（音楽・演劇・アート）,,,,,https://3rd-place-lab.com/club-hitotsubashi/,,,,FALSE
如水エル,一橋大学,趣味・その他,,,,,https://yurusui2019shinkan.wixsite.com/mysite/%E5%AE%89%E9%BD%8A%E6%9D%8F%E9%A6%99,,,,FALSE
模擬国連国立研究会,一橋大学,学術・研究（ゼミ・研究会・勉強会）,,@kuniken_shinkan,@kunikenkoho,,https://campus-map.jp/hit/club/115/,,月9日,,FALSE
学生団体GEIL,一橋大学,学術・研究（ゼミ・研究会・勉強会）,,,@waavgeil,,http://ut-base.info/circles/41,,毎週,,FALSE
一橋かるた会,一橋大学,趣味・その他,,@hitkaruta2025,@hitkaruta,,https://campus-map.jp/hit/club/45/,,月4日,,FALSE
投資サークル TOWALY,一橋大学,文化系（音楽・演劇・アート）,,@towalygroup,,,https://w.twstalker.com/towalygroup,,,,FALSE
お笑いサークルIOK,一橋大学,文化系（音楽・演劇・アート）,,@iok_hit_u,@iok_hit_u,,https://campus-map.jp/hit/club/118/,,月7日,,FALSE
一橋ポケモンだいすきクラブ,一橋大学,趣味・その他,,@Hit_PDC,@hitotsubashi_poke,,https://campus-map.jp/hit/club/14/,,週1回,,FALSE
ディズニー同好会マウス,一橋大学,文化系（音楽・演劇・アート）,,@nezuminoteikoku,@nezuminoteikoku,,https://campus-map.jp/hit/club/33/,,不定期,,FALSE
まれひと,一橋大学,趣味・その他,,@marehit_u,@marehito_hit,,https://campus-map.jp/hit/club/50/,,週に2回,,FALSE
劇団WICK,一橋大学,文化系（音楽・演劇・アート）,,@hit_wick,@gekidan_wick,,https://campus-map.jp/hit/club/5/,,月9日,,FALSE
たまこまち,一橋大学,趣味・その他,,@tamakomatch,@tamakomatch,,https://campus-map.jp/hit/club/58/,,月に1回,,FALSE
TEDxHitotsubashiU,一橋大学,趣味・その他,,@tedxhitu,@tedxhitotsubashiu,,https://campus-map.jp/hit/club/120/,,週2回,,FALSE
ボードゲームサークルJuego,一橋大学,文化系（音楽・演劇・アート）,,@Juego_hit,,,https://mobile.twstalker.com/shibusawajuku24,,,,FALSE
一橋地歴同好会アインズ,一橋大学,文化系（音楽・演劇・アート）,,@Eins_hit,@eins_ikkyo,,https://campus-map.jp/hit/club/128/,,不定期,,FALSE
DJ,一橋大学,趣味・その他,,@hit_resonance,,,https://campus-map.jp/hit/club/137/,,月に１回,,FALSE
スマブラサークルばしスマ,一橋大学,文化系（音楽・演劇・アート）,,@bashisuma,,,https://campus-map.jp/hit/club/147/,,週2回,,FALSE
コンピュータ研究会Bashi.com,一橋大学,文化系（音楽・演劇・アート）,,@HitComputerClub,@bashi_seka,,https://mobile.twstalker.com/Pkichi5211,,,,FALSE
ボーカロイド同好会,一橋大学,文化系（音楽・演劇・アート）,,@hit_u_vocaloid,,,https://search.yahoo.co.jp/realtime/search/tweet/1983721073024909793?detail=1&ifr=tl_twdtl&rkf=1,,,,FALSE
くにたち時事研究会,一橋大学,学術・研究（ゼミ・研究会・勉強会）,,@kuni_jijiken,@keta_0923,,https://campus-map.jp/hit/club/151/,,週1回,,FALSE
盆踊りサークル昇舞,一橋大学,文化系（音楽・演劇・アート）,,@hit_u_bonodori,@hit_u_bonodori,,https://campus-map.jp/hit/club/149/,,週3日,,FALSE
サッカー部,東京科学大学,運動系（スポーツ・アウトドア）,,@sciencetokyo_fc,@sciencetokyo_fc,,,,,,FALSE
体育会卓球部,東京科学大学,運動系（スポーツ・アウトドア）,,@STokyoTTC,@sciencetokyo_tabletennis,,,,,,FALSE
硬式野球部,東京科学大学,運動系（スポーツ・アウトドア）,,@titech_baseball,@tmdu_baseball,,https://www.titech.ac.jp/public-relations/students/extracurricular/organizations/baseball,,週に5日,,FALSE
準硬式野球部,東京科学大学,運動系（スポーツ・アウトドア）,,@ST_Junko_2025,@sciencetokyojyunko,,http://junkohbaseball.web.fc2.com/,,,,FALSE
ソフトテニス部（大岡山）,東京科学大学,運動系（スポーツ・アウトドア）,,@campuslife,,,https://www.sgu.ac.jp/campuslife/club/sports/do050b0000000506.html,,,,FALSE
ハンドボール部,東京科学大学,運動系（スポーツ・アウトドア）,,@titechhandball,@sciencetechhan,,https://www.toyaku.ac.jp/campus/club/,20人,週1回,,FALSE
ラグビー部,東京科学大学,運動系（スポーツ・アウトドア）,,@titrfc,@tmdu_rugby,,https://titech.info/circle/73,,週５回,,FALSE
アメリカンフットボール部,東京科学大学,運動系（スポーツ・アウトドア）,,@tokyotech_buffs,@buffaloes_sciencetokyo,,https://titech.info/circle/74,,週５回,,FALSE
バレーボール部,東京科学大学,運動系（スポーツ・アウトドア）,,@zn_vc,@scvabo_sk_2025,,https://www.toyaku.ac.jp/campus/club/,20人,週1回,,FALSE
硬式庭球部,東京科学大学,運動系（スポーツ・アウトドア）,,@ttt_shinkan,@titechtennisclub,,https://tokyotech.wixsite.com/tokyotechtennis,,週3回,,FALSE
バドミントン部,東京科学大学,運動系（スポーツ・アウトドア）,,@titech_poona,@tokyotech_badminton,,https://titech.info/circle/77,,,,FALSE
バスケットボール部,東京科学大学,運動系（スポーツ・アウトドア）,,@feets_tus,@titechbbc,,https://titech.info/circle/79,,週５回,,FALSE
フットサル部,東京科学大学,運動系（スポーツ・アウトドア）,,@TTechFutsal,@tmdufutsal,,https://titech.info/circle/80,,,,FALSE
ゴルフ部（理工学系）,東京科学大学,運動系（スポーツ・アウトドア）,,,,,https://titech.info/circle/81,,週1回,,FALSE
心身統一合氣道部,東京科学大学,運動系（スポーツ・アウトドア）,,@icuaikidoclub,,,https://titech.info/circle/82,,,,FALSE
柔道部,東京科学大学,運動系（スポーツ・アウトドア）,,@titech_judo,@titech.judo,,https://admissions.titech.ac.jp/public-relations/campus/activity/culture/photo,,週1回,,FALSE
少林寺拳法部,東京科学大学,運動系（スポーツ・アウトドア）,,@titechshorinji,,,https://www.chuo-u.ac.jp/connect/campus_life/activity.html,,週3回,,FALSE
つばめワンダーフォーゲル部,東京科学大学,運動系（スポーツ・アウトドア）,,@titech_wv,,,https://scitokyowv.notion.site/,,,,FALSE
渓友会,東京科学大学,趣味・その他,,,,,https://fes.isct-se-students.jp/flyer,40人,週2回,,FALSE
サイクリング部,東京科学大学,運動系（スポーツ・アウトドア）,,@titech_touring,@tmdu_cycling,,https://titech.info/circle/87,,不定期,,FALSE
ストリートダンスサークルH2O,東京科学大学,文化系（音楽・演劇・アート）,,@titechh2o,@titechh2o,,http://sigmasince1987.com/circle/h2o/,,毎週,,FALSE
弓道部,東京科学大学,運動系（スポーツ・アウトドア）,,,@sciencetokyo_kyudo,,https://tokyotech-kyudo.com/,,月8日,,FALSE
剣道部,東京科学大学,運動系（スポーツ・アウトドア）,,,,,https://www.tuat.ac.jp/outline/disclosure/circle/20220328_01.html,,,,FALSE
空手部,東京科学大学,運動系（スポーツ・アウトドア）,,@titech_karate,@titech.sepaktakraw,,https://m-78.jp/z/cast/,,月1日,,FALSE
理工学系漕艇部,東京科学大学,運動系（スポーツ・アウトドア）,,@scitokyorowing,@tokyotech_boat,,https://titech.info/circle/92,,週５回,,FALSE
陸上競技部,東京科学大学,運動系（スポーツ・アウトドア）,,@25_titechtf,@isct_tfclub26,,https://titech.info/circle/93,,,,FALSE
オリエンテーリング部,東京科学大学,運動系（スポーツ・アウトドア）,,@otc,@scitokyo_olt,,https://fes.isct-se-students.jp/flyer,40人,週2回,,FALSE
競技スキー部,東京科学大学,運動系（スポーツ・アウトドア）,,@titechski1,@titechski,,https://titech.info/circle/95,,毎週,,FALSE
水泳部,東京科学大学,運動系（スポーツ・アウトドア）,,@titech_swim,@titechswimteam,,https://titech.info/circle/96,,週4回,,FALSE
体育会ヨット部,東京科学大学,運動系（スポーツ・アウトドア）,,@Scitokyoyacht26,@scitokyo_sailing,,https://titech.info/circle/97,,,,FALSE
山岳部,東京科学大学,運動系（スポーツ・アウトドア）,,@Sangaku_titech,@tmduwandervogel,,https://titech.info/circle/94,,,,FALSE
フィットネスサークルL-FiT,東京科学大学,文化系（音楽・演劇・アート）,,@L_FiT_TokyoTech,@l_fit_tokyotech,,https://titechlfit.wixsite.com/l-fit,,週に3回,,FALSE
フェンシング部,東京科学大学,運動系（スポーツ・アウトドア）,,,@sciencetokyo_fencing,,https://titechfensers.at-ninja.jp/,,,,FALSE
舞踏研究部,東京科学大学,運動系（スポーツ・アウトドア）,,@tokobuken,@sciencetokyo_buken,,https://www.tohostage.com/moulinmusical_japan/cast.html,,月6日,,FALSE
体操部,東京科学大学,運動系（スポーツ・アウトドア）,,@titech_gym,@titechgym,,https://titech.info/circle/103,8人,毎週,,FALSE
トライアスロン部,東京科学大学,運動系（スポーツ・アウトドア）,,@tokyotechtri,,,https://tokyotechtri.wixsite.com/home,,週7回,,FALSE
ハンググライダー部,東京科学大学,運動系（スポーツ・アウトドア）,,@nokofc_hang,@otc,,https://www.tuat.ac.jp/outline/disclosure/circle/20220411_01.html,,,,FALSE
東京科学大学管弦楽団,東京科学大学,文化系（音楽・演劇・アート）,,@titech_kangen,@titech_kangen,,https://www.titech.ac.jp/public-relations/students/extracurricular/organizations/orchestra,,毎週,,FALSE
ロス・ガラチェロス,東京科学大学,趣味・その他,,@losguaraJr,@los_guaracheros.official,,https://www.gakusei-walker.jp/s/51/club/detail/480/?srsltid=AfmBOoq2Iu_9iwKu-TfvoQWM4lXFMzFP7bnZxSepZ8kKxcfHck5pJlY3,,毎日,,FALSE
